id,name,price,originalPrice,image,rating,review,description,category
165,Smart LED Desk Lamp,$66.50,$27.64,http://dummyimage.com/151x100.png/dddddd/000000,2.9,844.5,Adjustable lamp with multiple brightness levels and colors.,IFGL
166,Stainless Steel Straws,$8.14,$78.72,http://dummyimage.com/192x100.png/dddddd/000000,1.4,86.4,Set of reusable stainless steel straws for drinks.,FLKS
167,Protein Bar Variety Pack,$31.37,$77.94,http://dummyimage.com/116x100.png/cc0000/ffffff,2.3,224.7,A pack of assorted nut and protein bars for a quick energy boost.,ULH
168,Electric Heating Pad,$77.59,$14.43,http://dummyimage.com/128x100.png/5fa2dd/ffffff,1.7,841.9,Microwaveable heating pad for muscle pain relief and relaxation.,LBTYA
169,Pet Carrier,$87.84,$27.75,http://dummyimage.com/209x100.png/ff4444/ffffff,3.2,418.3,Comfortable pet carrier for travel and vet visits.,ASPN
170,Gardening Gloves with Claws,$39.66,$64.10,http://dummyimage.com/185x100.png/ff4444/ffffff,2.8,144.0,Durable gloves with built-in claws for digging and planting.,SGBX
171,Customizable Photo Calendar,$83.90,$24.04,http://dummyimage.com/115x100.png/cc0000/ffffff,3.3,867.0,Personalized calendar with your favorite photos.,VNO^K
172,Taro Chips,$88.50,$62.15,http://dummyimage.com/220x100.png/cc0000/ffffff,3.0,491.0,"Crispy chips made from taro root, a wonderful snack.",CIL
173,Garlic Breadsticks,$64.43,$53.46,http://dummyimage.com/162x100.png/5fa2dd/ffffff,2.8,46.1,"Ready-to-bake garlic breadsticks, perfect with pasta dishes.",RNWK
174,Wireless Security Camera,$68.98,$58.98,http://dummyimage.com/213x100.png/ff4444/ffffff,2.4,174.3,1080p wireless security camera with night vision.,BFO
175,Karaoke Microphone,$91.37,$64.45,http://dummyimage.com/128x100.png/dddddd/000000,3.2,370.5,Wireless microphone for singing and performances.,RGT
176,Walnut Halves,$46.67,$46.91,http://dummyimage.com/161x100.png/ff4444/ffffff,4.8,788.5,Fresh walnut halves for baking or snacking.,RNVA
177,Cream Cheese,$57.50,$32.31,http://dummyimage.com/119x100.png/5fa2dd/ffffff,3.4,240.3,"Smooth and creamy, ideal for spreads or baking.",ZFGN
178,Microfiber Cleaning Cloth Set,$42.36,$82.72,http://dummyimage.com/158x100.png/5fa2dd/ffffff,4.0,360.4,Assorted cloths for cleaning electronics and delicate surfaces.,ADUS
179,Peach Fruit Cups,$96.30,$64.62,http://dummyimage.com/126x100.png/dddddd/000000,3.4,967.4,"Juicy peach slices in light syrup, in convenient cups.",QRVO
180,Sturdy Bookends,$43.48,$54.36,http://dummyimage.com/156x100.png/5fa2dd/ffffff,4.4,209.6,Stylish bookends to keep books organized on shelves.,KNSL
181,Pasta Maker,$77.17,$5.39,http://dummyimage.com/129x100.png/dddddd/000000,3.5,899.6,Manual pasta maker for homemade pasta.,PRE^G
182,Orange Ginger Vinaigrette,$57.03,$21.05,http://dummyimage.com/157x100.png/ff4444/ffffff,1.4,640.1,Tangy vinaigrette with orange and ginger flavors.,ISRG
183,Running Shorts,$13.60,$74.21,http://dummyimage.com/102x100.png/ff4444/ffffff,4.9,315.5,Lightweight and breathable running shorts for your workouts.,TLGT
184,Wild Rice Pilaf,$76.06,$82.24,http://dummyimage.com/194x100.png/ff4444/ffffff,1.1,473.2,"A mix of wild rice with herbs and spices, ready to serve.",HVT.A
185,Electric Heating Pad,$5.65,$46.50,http://dummyimage.com/109x100.png/5fa2dd/ffffff,4.3,122.0,Microwaveable heating pad for muscle pain relief and relaxation.,MRVL
186,Personalized Pet ID Tags,$86.24,$72.91,http://dummyimage.com/207x100.png/dddddd/000000,2.7,530.4,Custom engraved ID tags for pets with your contact information.,MATW
187,Buffalo Stilton Cheese,$82.31,$38.00,http://dummyimage.com/134x100.png/cc0000/ffffff,1.5,772.5,Spicy blue cheese with a hint of buffalo flavor.,CHA
188,Sunflower Seeds,$73.79,$51.60,http://dummyimage.com/139x100.png/ff4444/ffffff,2.2,113.4,Salted sunflower seeds perfect for snacking.,PTIE
189,Classic Leather Wallet,$16.28,$94.52,http://dummyimage.com/200x100.png/ff4444/ffffff,3.6,969.7,A sleek leather wallet that combines style and functionality.,HUNTW
190,Baked Mac and Cheese,$80.69,$14.42,http://dummyimage.com/182x100.png/cc0000/ffffff,2.0,426.6,Creamy macaroni and cheese baked to perfection.,MLI
191,Frozen Chicken Nuggets,$4.73,$47.26,http://dummyimage.com/176x100.png/5fa2dd/ffffff,2.2,296.3,Crispy chicken nuggets for quick meals.,HALO
192,First Aid Kit,$32.68,$4.58,http://dummyimage.com/228x100.png/ff4444/ffffff,2.0,958.9,Comprehensive first aid kit for emergency situations.,BRO
193,Wall Calendar,$81.59,$1.24,http://dummyimage.com/163x100.png/5fa2dd/ffffff,4.1,912.4,Beautiful wall calendar for organizing your schedule.,ALX
194,Cinnamon Raisin Bread,$5.72,$34.58,http://dummyimage.com/223x100.png/5fa2dd/ffffff,3.5,44.7,"Sweet bread with cinnamon and raisins, great for breakfast or snacks.",HST
195,Apple Cinnamon Breakfast Muffins,$98.76,$93.50,http://dummyimage.com/124x100.png/ff4444/ffffff,3.0,962.9,Delicious muffins filled with apples and a hint of cinnamon for breakfast.,AFSI
196,Portable Refrigerator Freezer,$74.53,$56.86,http://dummyimage.com/217x100.png/cc0000/ffffff,2.4,314.6,Compact fridge ideal for camping and road trips.,WHLRW
197,Essential Oil Diffuser,$8.83,$29.30,http://dummyimage.com/170x100.png/cc0000/ffffff,1.7,554.2,Ultrasonic diffuser that helps create a calming atmosphere.,GFN
198,Peanut Butter Banana Smoothie,$45.58,$93.73,http://dummyimage.com/202x100.png/dddddd/000000,3.3,369.7,Smooth and creamy smoothie made with peanut butter and banana.,SWIN
199,Sports Windbreaker,$99.42,$35.68,http://dummyimage.com/240x100.png/dddddd/000000,3.7,104.3,Lightweight windbreaker for outdoor activities.,AMRK
200,Smoky BBQ Jackfruit,$14.63,$82.39,http://dummyimage.com/144x100.png/cc0000/ffffff,2.4,635.8,Pulled jackfruit in a smoky BBQ sauce for a tasty vegan dish.,SOHOB
201,Gardening Fairy Figurines,$96.80,$92.40,http://dummyimage.com/213x100.png/cc0000/ffffff,3.8,890.7,Cute fairy figurines to decorate your garden or potted plants.,MILN
202,Fruit and Nut Energy Bites,$83.58,$86.04,http://dummyimage.com/207x100.png/cc0000/ffffff,2.1,153.8,Natural energy bites packed with fruits and nuts for a perfect snack.,GNT
203,Classic Baseball Cap,$47.86,$80.48,http://dummyimage.com/192x100.png/dddddd/000000,4.2,330.9,A timeless baseball cap that adds a sporty touch to any outfit.,PRIM
204,Savory Oats,$58.00,$62.52,http://dummyimage.com/104x100.png/cc0000/ffffff,2.1,343.5,"Instant oats with a savory twist, such as herbs and spices.",FEMS
205,Vegetable Quinoa Bowl,$35.14,$90.05,http://dummyimage.com/245x100.png/dddddd/000000,2.3,762.4,"A frozen meal featuring quinoa and mixed vegetables, ready to heat and eat.",VRNS
206,Kids' Dinosaur-Themed Lunchbox,$91.50,$62.22,http://dummyimage.com/158x100.png/cc0000/ffffff,4.2,906.6,Fun lunchbox for kids with a sturdy design.,TSLA
207,Almond Flour,$34.51,$40.91,http://dummyimage.com/152x100.png/5fa2dd/ffffff,2.4,537.4,"Gluten-free almond flour, perfect for baking.",NMR
208,Belted Trench Coat,$41.64,$96.02,http://dummyimage.com/184x100.png/cc0000/ffffff,2.6,174.9,Timeless belted trench coat for a polished look during fall.,CCM
209,Ready-to-Eat Chili,$16.90,$57.06,http://dummyimage.com/130x100.png/cc0000/ffffff,4.8,826.9,"Spicy chili in a can, ready to eat for a filling meal.",CXDC
210,Wall-Mounted Organizer,$38.63,$54.24,http://dummyimage.com/126x100.png/ff4444/ffffff,1.4,470.4,Practical organizer for keeping your home tidy and clutter-free.,EEQ
211,Greek Yogurt,$54.40,$54.45,http://dummyimage.com/199x100.png/ff4444/ffffff,4.0,311.1,Creamy Greek yogurt packed with protein and probiotics.,SPLS
212,Luxury Bath Salts,$72.31,$97.71,http://dummyimage.com/203x100.png/ff4444/ffffff,3.3,416.1,Scented bath salts for relaxation and self-care.,HMC
213,Non-Stick Crepe Pan,$95.37,$20.70,http://dummyimage.com/249x100.png/ff4444/ffffff,1.9,693.8,Perfectly designed pan for making crepes and pancakes.,THS
214,Creamy Garlic Mashed Potatoes,$7.77,$3.87,http://dummyimage.com/222x100.png/5fa2dd/ffffff,3.5,764.1,Rich and buttery mashed potatoes with roasted garlic.,BIF
215,Smart Wi-Fi Light Bulbs,$62.90,$11.12,http://dummyimage.com/102x100.png/5fa2dd/ffffff,2.2,791.5,Energy-efficient LED bulbs that can be controlled via smartphone.,DEO
216,Peanut Butter Cookies,$10.64,$61.18,http://dummyimage.com/154x100.png/ff4444/ffffff,1.1,141.7,Soft and chewy cookies made with creamy peanut butter.,VTN
217,Fall-Themed Table Runner,$51.35,$79.06,http://dummyimage.com/139x100.png/ff4444/ffffff,4.4,745.8,Decorative table runner perfect for autumn gatherings.,GFI
218,Saffron Rice Mix,$70.84,$89.43,http://dummyimage.com/214x100.png/cc0000/ffffff,4.3,713.9,Flavorful rice mix with saffron and spices.,TAPR
219,Satin Slip Dress,$98.70,$97.68,http://dummyimage.com/172x100.png/5fa2dd/ffffff,2.0,768.4,Luxurious satin slip dress for an elegant evening look.,BTEC
220,Sweet Chili Dipping Sauce,$26.98,$42.19,http://dummyimage.com/165x100.png/ff4444/ffffff,4.6,410.0,A sweet and spicy sauce ideal for spring rolls or chicken nuggets.,AFI
221,Trail Mix (Deluxe),$25.77,$63.39,http://dummyimage.com/107x100.png/ff4444/ffffff,4.7,59.4,"A delightful mix of nuts, fruit, and chocolate.",GWRE
222,Honey,$65.59,$64.79,http://dummyimage.com/180x100.png/cc0000/ffffff,2.0,431.8,"Pure and natural honey, great for sweetening.",AIRT
223,Honeycrisp Apples,$0.07,$71.11,http://dummyimage.com/175x100.png/5fa2dd/ffffff,2.5,311.2,"Crisp and sweet Honeycrisp apples, freshly picked.",AEP
224,Adjustable Dumbbells,$95.35,$43.95,http://dummyimage.com/245x100.png/5fa2dd/ffffff,4.0,675.8,Space-saving adjustable dumbbells for strength training.,HBCP
225,Artisan Flatbreads,$34.97,$33.87,http://dummyimage.com/167x100.png/5fa2dd/ffffff,4.8,914.1,"Thin and crispy flatbreads, perfect for dips.",ANCB
226,Protein Pancake Mix,$31.64,$8.17,http://dummyimage.com/230x100.png/ff4444/ffffff,4.5,936.8,A protein-packed pancake mix for a nutritious breakfast.,AHL^D
227,Canned Coconut Milk,$50.29,$15.63,http://dummyimage.com/114x100.png/ff4444/ffffff,1.2,440.3,"Rich coconut milk, great for cooking and baking.",REVG
228,Woven Storage Baskets,$51.95,$64.82,http://dummyimage.com/219x100.png/5fa2dd/ffffff,2.5,448.5,Stylish baskets for organizing various items in your home.,PMPT
229,Coconut Granola,$60.76,$92.05,http://dummyimage.com/165x100.png/5fa2dd/ffffff,4.3,428.6,Crunchy granola mixed with coconut flakes.,AKRX
230,Outdoor String Lights,$36.50,$68.68,http://dummyimage.com/178x100.png/dddddd/000000,3.5,256.7,Fairy lights perfect for decorating patios and backyards.,MCD
231,Apple Sauce,$62.34,$89.67,http://dummyimage.com/204x100.png/ff4444/ffffff,3.5,79.1,"Unsweetened apple sauce, great for snacks or baking.",UNM
232,Stainless Steel BBQ Grill Set,$7.03,$45.32,http://dummyimage.com/191x100.png/ff4444/ffffff,2.4,49.5,Essential tools for outdoor barbecues including tongs and spatula.,BBG
233,Pet Tracking Collar,$21.84,$30.36,http://dummyimage.com/233x100.png/ff4444/ffffff,2.5,896.0,GPS pet collar that helps locate your pet via smartphone app.,ANDAR
234,Nordic Berry Smoothie,$6.96,$95.30,http://dummyimage.com/120x100.png/5fa2dd/ffffff,4.6,467.2,Frozen smoothie blend with berries for a quick and healthy breakfast.,TILE
235,Smartphone Tripod with Bluetooth Remote,$23.92,$80.43,http://dummyimage.com/109x100.png/5fa2dd/ffffff,2.8,622.4,Tripod with wireless remote for effortless photo-taking.,SSRI
236,Silicone Baking Cups,$21.72,$36.47,http://dummyimage.com/189x100.png/cc0000/ffffff,4.3,411.5,Set of reusable baking cups for muffins and cupcakes.,OCC
237,Cinnamon Rolls,$97.96,$93.92,http://dummyimage.com/241x100.png/ff4444/ffffff,4.4,863.0,"Sweet and gooey cinnamon rolls, ready to bake.",RYAM
238,Craft Beer Mustard,$34.21,$90.13,http://dummyimage.com/198x100.png/cc0000/ffffff,1.0,16.2,Stone-ground mustard infused with craft beer for a gourmet touch.,ESND
239,High-Pressure Handheld Shower Head,$58.43,$47.68,http://dummyimage.com/193x100.png/ff4444/ffffff,4.8,422.6,Shower head designed for a strong spray and complete coverage.,KIM^J
240,Comfort Flats,$89.17,$26.47,http://dummyimage.com/167x100.png/ff4444/ffffff,1.6,884.9,Everyday flats that combine comfort and style.,HMNF
241,Vegetarian Stir Fry Sauce,$68.87,$45.94,http://dummyimage.com/157x100.png/cc0000/ffffff,1.5,144.8,Flavorful sauce perfect for stir-frying vegetables and tofu.,BID
242,Dog Training Whistle,$41.88,$42.78,http://dummyimage.com/128x100.png/dddddd/000000,4.9,89.3,High-frequency whistle for training your dog effectively.,HIE
243,Tandoori Chicken Skewers,$99.69,$5.41,http://dummyimage.com/110x100.png/cc0000/ffffff,4.0,57.2,Marinated chicken skewers infused with traditional tandoori spices.,CPF
244,Spicy Salsa Verde,$14.93,$32.38,http://dummyimage.com/155x100.png/ff4444/ffffff,4.3,26.8,"Green salsa with a spicy kick, great for dipping.",VVUS
245,Fresh Basil Pesto,$50.51,$49.13,http://dummyimage.com/137x100.png/ff4444/ffffff,2.8,94.4,"A fresh, flavorful basil pesto for pasta and more",PULM
246,Educational STEM Kit,$39.74,$14.21,http://dummyimage.com/167x100.png/ff4444/ffffff,2.5,656.6,Hands-on experience with science and engineering projects.,PDBC
247,Scent Diffuser,$8.05,$62.43,http://dummyimage.com/216x100.png/dddddd/000000,3.1,65.3,Ultrasonic essential oil diffuser with LED lights.,FBNC
248,Infrared Thermometer,$57.33,$5.38,http://dummyimage.com/198x100.png/dddddd/000000,4.4,477.4,Non-contact thermometer for checking temperatures instantly.,GBNK
249,Italian Herbal Seasoning,$47.33,$53.35,http://dummyimage.com/192x100.png/cc0000/ffffff,1.4,685.5,A fragrant blend of Italian herbs for pasta sauces and marinades.,HRTG
250,Cereal Dispenser with Portion Control,$13.19,$87.87,http://dummyimage.com/101x100.png/ff4444/ffffff,2.1,474.8,Maintain freshness and dispense cereal easily.,SFBS
251,Adjustable Standing Desk,$56.28,$16.39,http://dummyimage.com/147x100.png/cc0000/ffffff,3.6,8.5,Ergonomic desk that adjusts height for standing or sitting.,PFIN
252,Whole Roasted Chicken,$52.98,$58.52,http://dummyimage.com/174x100.png/dddddd/000000,2.7,211.0,"Seasoned and roasted to perfection, ready to eat.",OVLY
253,High-Speed Hand Blender,$30.75,$75.09,http://dummyimage.com/172x100.png/5fa2dd/ffffff,3.2,191.1,Powerful hand blender for soups and smoothies.,ELS
254,Nut Butter Cups,$6.81,$80.34,http://dummyimage.com/193x100.png/5fa2dd/ffffff,3.6,773.5,Delicious dark chocolate with creamy nut butter inside.,TISA
255,Faux Leather Leggings,$35.66,$9.07,http://dummyimage.com/178x100.png/ff4444/ffffff,2.6,991.1,Stylish faux leather leggings for a trendy outfit.,DNP
256,Wireless Induction Charger,$22.97,$33.28,http://dummyimage.com/150x100.png/5fa2dd/ffffff,4.7,227.1,Qi-certified charger for fast wireless charging of smartphones.,SNV^C
257,Bamboo Bathtub Caddy,$32.38,$4.94,http://dummyimage.com/240x100.png/dddddd/000000,2.5,775.8,"Expandable caddy for holding books, phones, and snacks while in the bath.",MVO
258,Set of Measuring Spoons,$86.10,$55.62,http://dummyimage.com/117x100.png/ff4444/ffffff,3.9,69.5,Stainless steel measuring spoons set for cooking.,BGNE
259,Mediterranean Couscous Salad,$64.44,$41.42,http://dummyimage.com/156x100.png/5fa2dd/ffffff,4.7,523.8,"Couscous salad with cucumbers, tomatoes, feta, and olives, ready to eat.",VWR
260,Breathable Face Mask Set,$31.36,$36.82,http://dummyimage.com/135x100.png/cc0000/ffffff,1.4,956.0,Comfortable and reusable face masks in different styles.,AXTI
261,Oven-Baked Potato Chips,$11.12,$89.02,http://dummyimage.com/136x100.png/dddddd/000000,2.2,118.9,Light and crispy baked potato chips in assorted flavors.,HAS
262,Organic Coconut Flakes,$35.05,$14.62,http://dummyimage.com/133x100.png/cc0000/ffffff,3.3,55.4,Unsweetened coconut flakes for baking and snacking.,WNC
263,Cinnamon Spiced Almonds,$70.54,$75.32,http://dummyimage.com/221x100.png/5fa2dd/ffffff,3.9,144.8,Crispy almonds coated with cinnamon and sugar for a sweet and crunchy snack.,SWM
264,Basil Lemonade,$84.84,$21.25,http://dummyimage.com/180x100.png/dddddd/000000,3.0,310.0,Refreshing basil-infused lemonade for a cool drink.,DGLY
265,Rice Pudding,$60.32,$93.40,http://dummyimage.com/116x100.png/5fa2dd/ffffff,4.0,630.5,Creamy dessert made with rice and cinnamon.,MRIN
266,Educational STEM Kit,$3.35,$44.52,http://dummyimage.com/111x100.png/ff4444/ffffff,3.6,142.3,Hands-on experience with science and engineering projects.,CMFN
267,Cheddar Cheese Slices,$97.25,$90.82,http://dummyimage.com/232x100.png/dddddd/000000,2.9,344.2,"Creamy cheddar cheese slices, perfect for sandwiches and snacks.",JSML
268,Camera Lens Cleaning Kit,$38.37,$17.06,http://dummyimage.com/201x100.png/cc0000/ffffff,1.6,995.1,Complete cleaning kit for camera lenses.,ZN
269,Bike Repair Tool Kit,$30.71,$29.11,http://dummyimage.com/101x100.png/cc0000/ffffff,2.7,698.1,Essential tools for bike maintenance and repair.,AMG
270,Mango Chutney,$40.23,$78.74,http://dummyimage.com/238x100.png/dddddd/000000,4.4,906.5,Sweet and tangy mango chutney for a flavorful dip.,NTRI
271,Chocolate Protein Powder,$7.78,$82.28,http://dummyimage.com/239x100.png/5fa2dd/ffffff,2.1,674.8,Rich chocolate protein powder for smoothies and baking.,DHT
272,Canned Black Beans,$51.94,$96.49,http://dummyimage.com/112x100.png/5fa2dd/ffffff,4.1,260.0,"Delicious and hearty black beans, great for soups or salads.",JAX
273,Ricotta Cheese,$78.50,$61.43,http://dummyimage.com/180x100.png/ff4444/ffffff,2.0,123.8,"Creamy ricotta cheese, great for cooking or making desserts.",GNTX
274,Jigsaw Puzzle,$18.06,$9.06,http://dummyimage.com/238x100.png/5fa2dd/ffffff,4.5,759.1,500-piece jigsaw puzzle featuring beautiful scenery.,TIF
275,Cocktail Shaker Set,$58.13,$4.47,http://dummyimage.com/126x100.png/dddddd/000000,1.1,70.6,"Bartender kit with shaker, jigger, and strainer.",SHIPW
276,Ginger Turmeric Shots,$17.00,$53.49,http://dummyimage.com/122x100.png/5fa2dd/ffffff,3.4,678.0,Ready-to-drink shots made with fresh ginger and turmeric.,WSCI
277,Coffee Subscription Service,$8.87,$51.95,http://dummyimage.com/158x100.png/ff4444/ffffff,2.2,4.0,Monthly subscription for freshly roasted coffee delivered to your door.,CHSCO
278,Magnetic Spice Containers,$39.09,$16.00,http://dummyimage.com/141x100.png/cc0000/ffffff,2.2,759.1,Set of magnetic jars for convenient spice organization.,ADVM
279,Garlic Parmesan Wings,$37.03,$93.08,http://dummyimage.com/145x100.png/cc0000/ffffff,4.9,902.5,Frozen chicken wings with garlic parmesan sauce.,PSEC
280,Yoga Wheel,$35.92,$88.50,http://dummyimage.com/195x100.png/ff4444/ffffff,4.2,799.7,Supportive yoga wheel for deep stretching and balance.,RARE
281,Zesty Garlic Hummus,$20.17,$54.78,http://dummyimage.com/152x100.png/5fa2dd/ffffff,4.9,569.4,Creamy chickpea dip infused with zesty garlic flavor.,CHMA
282,Avocados,$17.59,$93.41,http://dummyimage.com/182x100.png/cc0000/ffffff,2.9,158.7,"Fresh, creamy avocados ideal for salads and guacamole.",MPW
283,Home Cleaning Robot,$35.30,$64.76,http://dummyimage.com/124x100.png/cc0000/ffffff,1.3,898.6,Automated cleaning robot for hassle-free home maintenance.,KNOP
284,Electric Razor,$49.25,$35.12,http://dummyimage.com/236x100.png/cc0000/ffffff,3.7,396.8,Rechargeable electric razor for a smooth shave.,SGBK
285,Savory Italian Herbs,$55.48,$71.18,http://dummyimage.com/176x100.png/dddddd/000000,3.7,874.7,A blend of dried Italian herbs for cooking.,RKDA
286,Pet Safety Harness,$28.76,$15.66,http://dummyimage.com/190x100.png/ff4444/ffffff,3.1,205.2,Comfortable harness designed to keep pets safe in the car.,UBP^F
287,Gaming Mousepad,$46.35,$39.07,http://dummyimage.com/104x100.png/cc0000/ffffff,4.0,387.6,Oversized gaming mousepad with smooth surface.,FFWM
288,Chickpea Pancakes,$64.53,$43.50,http://dummyimage.com/227x100.png/5fa2dd/ffffff,2.5,873.2,"Savory pancakes made with chickpea flour, high in protein.",LCAHU
289,Sports Bottle,$61.27,$74.94,http://dummyimage.com/209x100.png/5fa2dd/ffffff,2.5,925.8,BPA-free sports bottle with flip-top lid.,MITT^B
290,Frozen Burritos,$9.76,$56.31,http://dummyimage.com/236x100.png/ff4444/ffffff,2.1,268.1,Easy-to-heat frozen burritos for a quick meal.,AAPC
291,Dog Training Clicker,$3.99,$85.54,http://dummyimage.com/168x100.png/cc0000/ffffff,4.7,909.3,Training tool for reinforcing commands and behavior in dogs.,BHACU
292,Dog Training Whistle,$7.12,$52.10,http://dummyimage.com/186x100.png/ff4444/ffffff,4.5,444.6,High-frequency whistle for training your dog effectively.,ECL
293,Mini Pretzels,$13.35,$22.59,http://dummyimage.com/154x100.png/cc0000/ffffff,4.3,260.9,"Crispy mini pretzels, a great snack any time of day.",EDGW
294,Smart Light Bulbs,$93.62,$58.65,http://dummyimage.com/142x100.png/5fa2dd/ffffff,3.0,501.6,Color-changing smart LED bulbs compatible with Alexa.,CLNS^D
295,Smartphone Gimbal Stabilizer,$42.45,$48.41,http://dummyimage.com/153x100.png/cc0000/ffffff,3.2,199.2,Stabilizer for smooth video recording with smartphones.,AGNCB
296,Tailored Blazer,$59.37,$98.64,http://dummyimage.com/228x100.png/5fa2dd/ffffff,1.9,331.5,Sharp tailored blazer perfect for office wear and professional events.,MRTN
297,Body Pillow Case,$59.02,$96.04,http://dummyimage.com/140x100.png/ff4444/ffffff,1.7,634.2,Soft and breathable pillowcase for body pillows.,TAYD
298,Chunky Knit Sweater,$3.29,$59.40,http://dummyimage.com/195x100.png/cc0000/ffffff,4.8,414.8,Cozy oversized sweater perfect for chilly days with a textured knit design.,GM.WS.B
299,Ethical Wool Scarf,$79.81,$18.56,http://dummyimage.com/124x100.png/ff4444/ffffff,2.9,10.4,A warm and sustainable wool scarf for chilly days.,HIX
300,Self-Watering Planter,$4.02,$85.49,http://dummyimage.com/105x100.png/ff4444/ffffff,4.1,537.1,Planter with self-watering feature for easy plant care.,AUO
301,Cranberry Orange Juice,$26.57,$49.65,http://dummyimage.com/192x100.png/ff4444/ffffff,2.8,497.6,Refreshing juice blend of cranberries and oranges.,FOANC
302,Vanilla Bean Greek Yogurt,$44.99,$2.03,http://dummyimage.com/103x100.png/dddddd/000000,3.2,40.7,Smooth Greek yogurt infused with vanilla bean flavor.,WVVIP
303,Stainless Steel Straws,$32.36,$43.22,http://dummyimage.com/144x100.png/5fa2dd/ffffff,1.6,509.1,Set of reusable stainless steel straws for drinks.,NEU
304,Baby Safety Corner Guards,$95.16,$12.95,http://dummyimage.com/134x100.png/dddddd/000000,4.3,947.3,Soft corner protectors to keep babies safe at home.,DL
305,Digital Meat Thermometer,$54.43,$45.71,http://dummyimage.com/134x100.png/ff4444/ffffff,4.9,818.8,Instant-read thermometer for precise cooking temperatures.,ARNC^B
306,Vegan Mac & Cheese,$76.79,$9.36,http://dummyimage.com/116x100.png/ff4444/ffffff,4.1,528.2,Creamy vegan mac and cheese made with cashew cheese.,ESG
307,Veggie Lovers Pizza,$62.48,$60.77,http://dummyimage.com/195x100.png/cc0000/ffffff,3.7,830.5,Frozen pizza loaded with fresh vegetables and mozzarella cheese.,JLS
308,Basil Tomato Soup,$53.00,$22.16,http://dummyimage.com/159x100.png/ff4444/ffffff,3.4,943.7,"Rich tomato soup flavored with fresh basil, ready to heat up.",WWD
309,Waffle Maker,$29.86,$41.98,http://dummyimage.com/203x100.png/cc0000/ffffff,1.3,7.4,Make delicious waffles with this user-friendly device.,SWNC
310,Teriyaki Stir-Fry Sauce,$12.13,$12.19,http://dummyimage.com/209x100.png/ff4444/ffffff,1.0,543.5,Savory teriyaki sauce for stir-frying veggies or meats.,IMNP          
311,Coconut Curry Lentils,$27.73,$78.32,http://dummyimage.com/227x100.png/cc0000/ffffff,3.8,288.9,Lentils cooked in a coconut curry for a hearty meal.,KFN^
312,Sweet Potato Chips,$61.32,$97.03,http://dummyimage.com/231x100.png/5fa2dd/ffffff,2.2,682.4,"Deliciously crunchy sweet potato chips, seasoned to perfection.",EZPW
313,Portable Leaf Blower,$59.10,$17.69,http://dummyimage.com/239x100.png/ff4444/ffffff,2.5,960.2,Lightweight leaf blower for maintaining outdoor spaces.,JSYNR
314,Wireless Game Controller,$32.81,$3.96,http://dummyimage.com/111x100.png/dddddd/000000,2.5,800.3,Ergonomic wireless controller for gaming consoles.,TOL
315,Glass Water Bottle,$18.25,$16.01,http://dummyimage.com/195x100.png/5fa2dd/ffffff,3.8,793.1,Borosilicate glass water bottle with silicone sleeve.,SQZZ
316,Frozen Mixed Vegetables,$65.25,$84.81,http://dummyimage.com/177x100.png/dddddd/000000,3.6,633.0,"A mix of carrots, peas, and corn, easy to stir-fry.",PM
317,Cheddar Cheese Crackers,$94.35,$15.22,http://dummyimage.com/179x100.png/dddddd/000000,4.8,504.1,Crunchy crackers topped with real cheddar cheese flavor.,MON
318,Organic Coconut Flour,$11.02,$70.41,http://dummyimage.com/197x100.png/5fa2dd/ffffff,2.5,283.3,Finely ground flour from dried coconut meat.,WIW
319,Classic Cheesecake Mix,$38.28,$47.46,http://dummyimage.com/124x100.png/cc0000/ffffff,1.0,253.5,"A simple, no-bake cheesecake mix to create your own delicious cheesecake.",KKR^B
320,Lemon Sorbet,$26.76,$57.69,http://dummyimage.com/174x100.png/dddddd/000000,2.4,404.5,Refreshing sorbet with a zesty lemon flavor.,ABCD
321,Sliced Bread,$12.21,$70.59,http://dummyimage.com/193x100.png/cc0000/ffffff,1.0,81.6,"Soft and fresh sliced bread, perfect for sandwiches.",ZEUS
322,Mesh Laundry Bags Set,$49.23,$23.36,http://dummyimage.com/205x100.png/5fa2dd/ffffff,1.7,828.8,Laundry bags perfect for delicates and organizing clothes.,METC
323,Tomato Basil Soup,$54.05,$28.73,http://dummyimage.com/149x100.png/5fa2dd/ffffff,1.1,990.1,"A classic soup combining tomatoes and basil, great with grilled cheese sandwiches.",PANL
324,V-Neck Sweater,$28.96,$18.28,http://dummyimage.com/140x100.png/5fa2dd/ffffff,1.9,879.5,Classic V-neck sweater crafted from soft wool for warmth and style.,LAKE
325,Luxury Bath Salts,$22.24,$57.16,http://dummyimage.com/148x100.png/dddddd/000000,2.3,922.0,Scented bath salts for relaxation and self-care.,GSM
326,Electronic Drum Kit,$88.78,$20.08,http://dummyimage.com/123x100.png/ff4444/ffffff,3.9,861.8,Compact electronic drum kit for musicians of all levels.,RGEN
327,Dark Chocolate Tart,$33.65,$66.97,http://dummyimage.com/229x100.png/ff4444/ffffff,4.1,734.9,Decadent tart made with rich dark chocolate.,CUBN
328,Air Mattress,$77.10,$39.15,http://dummyimage.com/144x100.png/dddddd/000000,4.1,441.1,Inflatable air mattress for convenient sleeping.,RYAM^A
329,Teriyaki Beef Strips,$46.46,$64.31,http://dummyimage.com/149x100.png/ff4444/ffffff,2.8,228.9,Marinated beef strips in teriyaki sauce for easy grilling.,APTO
